,name,categories,display_phone,image_url,price,rating,review_count,latitude,longitude,is_closed
963,M&T Coffee,coffee,(360) 731-7819,https://s3-media3.fl.yelpcdn.com/bphoto/Xz0o-VU6xzgOe77SMTrefw/o.jpg,,5.0,3,47.61191,-122.62831,False
964,Café Hope,coffee,(206) 805-8968,https://s3-media2.fl.yelpcdn.com/bphoto/ge7BHXs8iGr19bI_mTm0Gg/o.jpg,$,5.0,3,47.57089,-122.2973888,False
965,Coffee On the Corner,coffee,(360) 598-1991,https://s3-media1.fl.yelpcdn.com/bphoto/GB1YZ_G4zW_JTmIVyXrdeA/o.jpg,$,5.0,3,47.7351732818,-122.6469036634,False
966,Gourmet Latte,coffee,,https://s3-media2.fl.yelpcdn.com/bphoto/feC4fKjrGZI6Pbny7x3ObQ/o.jpg,$$,5.0,3,47.8174237282,-122.3179451376,False
967,7-Eleven,coffee,(206) 682-2866,https://s3-media2.fl.yelpcdn.com/bphoto/66pLFYZhgJXTK8iSFuVsMA/o.jpg,$$,5.0,3,47.6048887043,-122.3330685499,False
968,Starbucks,coffee,(425) 251-0706,https://s3-media1.fl.yelpcdn.com/bphoto/kU5l99ouT3dw00UuRas_WA/o.jpg,,5.0,3,47.4362602234,-122.2376556396,False
969,Starbucks,coffee,(425) 836-8641,https://s3-media2.fl.yelpcdn.com/bphoto/qdcu9_WAbmmrJOEiniTWdw/o.jpg,$,3.0,13,47.6148491,-122.0337067,False
970,Starbucks,coffee,(425) 204-5233,https://s3-media3.fl.yelpcdn.com/bphoto/KoRBWkihBJCWttldz-CYyQ/o.jpg,$$,3.5,9,47.47759,-122.21927,False
971,Cafe Lorraine,coffee,(425) 737-1526,https://s3-media3.fl.yelpcdn.com/bphoto/dzB6W1nkoOf16LdyVfjLcg/o.jpg,$,3.5,9,47.8036880493,-122.1438140869,False
972,McDonald's,coffee,(425) 823-4404,https://s3-media2.fl.yelpcdn.com/bphoto/V1fiA2rsDBsFMmjJ0nkBXg/o.jpg,$,2.5,40,47.712607,-122.1860085,False
973,Starbucks,coffee,(425) 451-8102,https://s3-media1.fl.yelpcdn.com/bphoto/1rHJBKS-uCxFjYoVQu0YDw/o.jpg,$$,3.0,24,47.6157304039,-122.2036219424,False
974,Starbucks,coffee,(425) 338-1327,https://s3-media4.fl.yelpcdn.com/bphoto/2maWk0X_8KbkcmXr_F2qHg/o.jpg,$$,2.5,44,47.87824,-122.1669,False
975,Starbucks,coffee,(425) 741-0298,https://s3-media4.fl.yelpcdn.com/bphoto/fmOxuw1QzlrNf37kzVPNtQ/o.jpg,$$,2.5,51,47.84941,-122.25222,False
976,Associated Espresso,coffee,(253) 395-0664,,$$,4.0,5,47.4197235107,-122.2292480469,False
977,Heart & Soul Tea Shop,coffee,,https://s3-media2.fl.yelpcdn.com/bphoto/i_wgqM1NK2wZGTUG0Zqn_g/o.jpg,$,4.5,4,47.5993614,-122.3241272,False
978,Starbucks,coffee,(425) 743-1127,https://s3-media3.fl.yelpcdn.com/bphoto/-o7cnzlPn5KxzXAzQXU5jw/o.jpg,$$$,4.5,4,47.8399079,-122.298692,False
979,Starbucks,coffee,(425) 453-3256,https://s3-media3.fl.yelpcdn.com/bphoto/dfsq2GyWZAsK-S1D2c3qCg/o.jpg,$$,3.0,22,47.620894621,-122.186260102,False
980,McDonald's,coffee,(425) 486-8584,https://s3-media2.fl.yelpcdn.com/bphoto/Wprqz8BtBgqPb_U1xv03Vw/o.jpg,$,2.5,49,47.797095072,-122.212042138,False
981,Starbucks,coffee,(425) 747-9441,https://s3-media4.fl.yelpcdn.com/bphoto/xE50FNGkJCj6pEp07-oaXw/o.jpg,$,3.0,18,47.5783061639,-122.1675610542,False
982,Coffee Shack,coffee,(206) 365-3834,https://s3-media2.fl.yelpcdn.com/bphoto/TnsRoz3gWI1r09GmAh_ENQ/o.jpg,,3.5,12,47.7352,-122.31304,False
983,Starbucks,coffee,(206) 323-7888,https://s3-media2.fl.yelpcdn.com/bphoto/odpMZQXbWFxQMv-dZXtA3Q/o.jpg,,3.5,8,47.61891,-122.321262,False
984,Mercurys Coffee Co.,coffee,(425) 285-9087,https://s3-media2.fl.yelpcdn.com/bphoto/8oVjH-03h89YFY7n9cqaEw/o.jpg,,3.5,8,47.61543,-122.03729,False
985,Starbucks,coffee,(425) 649-2062,https://s3-media1.fl.yelpcdn.com/bphoto/KprRga1iKTacMoJdMy0Hng/o.jpg,$$,2.5,31,47.5581512451,-122.114944458,False
986,On Your Way Latte,coffee,(425) 750-0768,https://s3-media2.fl.yelpcdn.com/bphoto/q85LGrCv-1vS3ALHSbmYSQ/o.jpg,$,3.5,10,47.82114,-122.26442,False
987,McDonald's,coffee,(206) 232-9175,https://s3-media3.fl.yelpcdn.com/bphoto/u8szMn_pAeYOhGY0ePU45A/o.jpg,$,2.5,35,47.58534,-122.23433,False
988,Starbucks,coffee,(206) 932-4230,https://s3-media3.fl.yelpcdn.com/bphoto/LcwrPbyBLdM6yFPd45JJyw/o.jpg,$,2.5,41,47.5643,-122.377,False
989,Starbucks,coffee,(425) 793-1134,https://s3-media3.fl.yelpcdn.com/bphoto/ghv8zRmnlGep2QeAcjpsXg/o.jpg,$$,2.5,42,47.4464249728,-122.1526419962,False
990,7-Eleven,coffee,(206) 772-5313,https://s3-media2.fl.yelpcdn.com/bphoto/PJI3VLSD6oV5LwkDAx5yNQ/o.jpg,$,3.5,7,47.4901556418,-122.2378687666,False
991,Ebar,coffee,(425) 329-2110,https://s3-media2.fl.yelpcdn.com/bphoto/AlIQCr70XmdV_s7-4GOmIQ/o.jpg,$,3.5,7,47.830331,-122.274319,False
992,Starbucks,coffee,(360) 779-6500,https://s3-media4.fl.yelpcdn.com/bphoto/D9w-ikq37v7AJyJ6xe0C-w/o.jpg,$,3.5,7,47.7339176621,-122.6370269884,False
993,Starbucks,coffee,(425) 394-0196,https://s3-media2.fl.yelpcdn.com/bphoto/I6TXf94cMUtdSeLeCrfVSw/o.jpg,$$,2.0,81,47.54738,-122.03919,False
994,Starbucks,coffee,(425) 702-8096,https://s3-media3.fl.yelpcdn.com/bphoto/3LIAMsOCOnX9RGE9uWTh7A/o.jpg,$,2.5,24,47.70279,-122.09359,False
995,Seattle's Best Coffee,coffee,(206) 243-4429,https://s3-media3.fl.yelpcdn.com/bphoto/viNgjqzcSThEdpP7K_lNCw/o.jpg,$,2.0,83,47.446024,-122.299973,False
996,Starbucks,coffee,(425) 820-1334,https://s3-media1.fl.yelpcdn.com/bphoto/J4ebU80baSdVasv2ycRSaw/o.jpg,$$,2.5,27,47.71156,-122.18903,False
997,McDonald's,coffee,(253) 851-4993,https://s3-media1.fl.yelpcdn.com/bphoto/TRgDdrYsxGghDh4xBFTQLQ/o.jpg,$,2.5,30,47.3591943947,-122.605702579,False
998,Starbucks,coffee,(206) 723-4143,https://s3-media1.fl.yelpcdn.com/bphoto/ShrTnrlQCWXi98cZFm3PPg/o.jpg,$,3.0,15,47.56922,-122.28983,False
999,McDonald's,coffee,(425) 641-5181,https://s3-media2.fl.yelpcdn.com/bphoto/lpS-mzlprQy3E1HuB8XLoQ/o.jpg,$,2.5,38,47.581287,-122.136159,False
0,Biscuit Bitch,coffee,(206) 441-7999,https://s3-media1.fl.yelpcdn.com/bphoto/cmO5p7DUJjB8G3IH7zqJbw/o.jpg,$,4.0,2944,47.61034,-122.34167,False
1,Starbucks Reserve Roastery & Tasting Room,coffee,(206) 624-0173,https://s3-media3.fl.yelpcdn.com/bphoto/7rnXd0XYWAS44aGYiQMIPg/o.jpg,$$,4.5,2119,47.6140014482,-122.3280584067,False
2,The Crumpet Shop,coffee,(206) 682-1598,https://s3-media3.fl.yelpcdn.com/bphoto/sg9QU7bmfsWe_JT48ciI1Q/o.jpg,$,4.5,2069,47.608990000000006,-122.34043999999999,False
3,Top Pot Doughnuts,coffee,(206) 728-1966,https://s3-media2.fl.yelpcdn.com/bphoto/5CCxH7On0-iI5Sf5syrIUQ/o.jpg,$,4.0,1585,47.615173197299995,-122.3412851733,False
4,Storyville Coffee Company,coffee,(206) 780-5777,https://s3-media3.fl.yelpcdn.com/bphoto/nJgiyjMZ7sglAtc5wyKSLQ/o.jpg,$$,4.5,1235,47.608884700000004,-122.34039569999999,False
5,Sweet Iron Waffles,coffee,(206) 682-3336,https://s3-media1.fl.yelpcdn.com/bphoto/eCiZ3rJoTorIENzg0bwAww/o.jpg,$,4.0,1218,47.607409999999994,-122.33519,False
6,Hot Cakes Molten Chocolate Cakery,coffee,(206) 453-3792,https://s3-media2.fl.yelpcdn.com/bphoto/biDd6w-6c0sOV4Xvd5QnAg/o.jpg,$$,4.0,1181,47.668085327200004,-122.3855763958,False
7,Starbucks,coffee,(206) 448-8762,https://s3-media4.fl.yelpcdn.com/bphoto/oM1nrmHXaaCp6v5nYvJ0Yg/o.jpg,$,4.0,1162,47.610157,-122.342483,False
9,Citizen,coffee,(206) 284-1015,https://s3-media1.fl.yelpcdn.com/bphoto/6sRHsY5k4gOCoq-w3pgkxQ/o.jpg,$$,4.0,860,47.6257499,-122.34588000000001,False
11,Café Besalu,coffee,(206) 789-1463,https://s3-media4.fl.yelpcdn.com/bphoto/JUlZZl68vYBKpvObTNToGg/o.jpg,$,4.5,787,47.671821301099996,-122.38782088379999,False
12,Trophy Cupcakes and Party,coffee,(206) 632-7020,https://s3-media3.fl.yelpcdn.com/bphoto/If1xTwIzLFqxN0pB9puxtw/o.jpg,$$,4.0,749,47.660835266099994,-122.33558654790001,False
13,Oasis Tea Zone,coffee,(206) 447-8098,https://s3-media1.fl.yelpcdn.com/bphoto/9-oGtByG-HcOuyIPpxF_6w/o.jpg,$,3.5,714,47.5976518612,-122.32655902639999,False
14,Biscuit Bitch,coffee,(206) 623-1859,https://s3-media4.fl.yelpcdn.com/bphoto/WUnigNI9n5Gdpw4qdyOSyw/o.jpg,$,4.5,710,47.60324,-122.3321,False
15,Jewel Box Café,coffee,(206) 432-9341,https://s3-media3.fl.yelpcdn.com/bphoto/k3gih3Of9yIiLc4jmBuyMA/o.jpg,$,4.0,702,47.7024404588,-122.3248725548,False
16,Maltby Cafe,coffee,(425) 483-3123,https://s3-media4.fl.yelpcdn.com/bphoto/OI1sB2WDsxiBG0Xautnv3w/o.jpg,$$,4.0,700,47.805344,-122.11428500000001,False
17,Espresso Vivace Roasteria,coffee,(206) 860-2722,https://s3-media2.fl.yelpcdn.com/bphoto/RlfOAGL5h8Xp4ZIwASnkcQ/o.jpg,$,4.0,679,47.62383542640001,-122.3207762092,False
18,Hangar Cafe,coffee,(206) 762-0204,https://s3-media3.fl.yelpcdn.com/bphoto/f05nTu-y81fcy34zwQlFmw/o.jpg,$$,4.0,670,47.54672,-122.31641,False
19,Pie,coffee,(206) 436-8590,https://s3-media2.fl.yelpcdn.com/bphoto/3mwDKPB6gTe_a3V0SDzc9Q/o.jpg,$,4.0,668,47.651140000000005,-122.35022,False
20,Biscuit and Bean,coffee,(206) 457-5735,https://s3-media3.fl.yelpcdn.com/bphoto/GOs9A81aksPm9U3dB4JA7A/o.jpg,$,4.5,630,47.67184,-122.37657,False
21,85°C Bakery Cafe,coffee,(206) 244-1885,https://s3-media3.fl.yelpcdn.com/bphoto/cyb3WR8X1vAkvrxW4cRwrw/o.jpg,$,3.0,579,47.4600797754,-122.25651186350001,False
22,Cafe Pettirosso,coffee,(206) 324-2233,https://s3-media4.fl.yelpcdn.com/bphoto/R2uI36UR9Rf-eZnLYIpuNg/o.jpg,$$,4.0,551,47.6138316046,-122.3179296442,False
23,Espresso Vivace Alley 24,coffee,(206) 388-5164,https://s3-media1.fl.yelpcdn.com/bphoto/eBsCOeWoJrTp8n03sclSJQ/o.jpg,$,4.0,548,47.62021,-122.33068999999999,False
25,Liberty,coffee,(206) 323-9898,https://s3-media2.fl.yelpcdn.com/bphoto/G7y-8arrin0T4C-jQajl7Q/o.jpg,$$,4.0,516,47.623588,-122.31293600000001,False
26,Hi-Lo's 15th St. Cafe,coffee,(360) 373-7833,https://s3-media2.fl.yelpcdn.com/bphoto/SiNVIXhuNAjKqlNj36WRxw/o.jpg,$,4.5,507,47.57484,-122.65421,False
27,Easy Street Records and Café,coffee,(206) 938-3279,https://s3-media4.fl.yelpcdn.com/bphoto/4gNHiscEeRhIgxSygx-PWA/o.jpg,$,4.0,504,47.5612799,-122.38696000000002,False
28,Monorail Espresso,coffee,(206) 422-0736,https://s3-media2.fl.yelpcdn.com/bphoto/NQgSinclnX1pMo69cr8Ixg/o.jpg,$,4.5,464,47.611236572299994,-122.3349914551,False
29,Sharetea,coffee,(425) 496-8195,https://s3-media4.fl.yelpcdn.com/bphoto/VLwpYhLnnI9SjKohQNAFuw/o.jpg,$,4.5,461,47.4961596705,-122.1997509562,False
31,Eltana,coffee,(206) 724-0660,https://s3-media1.fl.yelpcdn.com/bphoto/a4CW5jF8i8ZVyZJIG89Vjg/o.jpg,$,3.5,449,47.61503,-122.31658999999999,False
34,Sharetea,coffee,(206) 632-1038,https://s3-media2.fl.yelpcdn.com/bphoto/Ir9-WaONyaMdCiB2-X7Fsw/o.jpg,$,4.0,437,47.661340279399994,-122.31625869870001,False
37,urban COFFEE lounge,coffee,(425) 820-7788,https://s3-media1.fl.yelpcdn.com/bphoto/Vb-iTiRwPwz-QFNTTU2TBw/o.jpg,$$,4.5,414,47.70665579999999,-122.2120192,False
38,Top Pot Doughnuts,coffee,(206) 323-7841,https://s3-media1.fl.yelpcdn.com/bphoto/QCLWliQ61u_BWK1iTGGTWw/o.jpg,$,4.0,412,47.62468,-122.32561000000001,False
40,Milstead,coffee,(206) 659-4814,https://s3-media1.fl.yelpcdn.com/bphoto/34C4_yfdgvK9NL8uhA1XmQ/o.jpg,$,4.5,398,47.649363089,-122.3470809116,False
41,Daddy's Donuts,coffee,(206) 496-3670,https://s3-media2.fl.yelpcdn.com/bphoto/5PerLgJLB5oxYZeDbM1oGA/o.jpg,$,5.0,397,47.75804,-122.24616,False
42,Roy Street Coffee & Tea,coffee,(206) 325-2211,https://s3-media3.fl.yelpcdn.com/bphoto/Z5AFzPnmvqSVCLW8_15zZw/o.jpg,$,4.0,389,47.62531,-122.32103899999998,False
43,The French Bakery,coffee,(425) 590-9640,https://s3-media1.fl.yelpcdn.com/bphoto/eEpXHuNsCKwUoJsFu3iDYA/o.jpg,$,4.0,380,47.618320000000004,-122.19118,False
44,BAMBU,coffee,(206) 538-0399,https://s3-media1.fl.yelpcdn.com/bphoto/_CQuXC7vMMx9BwiKKl6BTw/o.jpg,$,4.0,376,47.59785,-122.32338,False
45,Tapioca Express,coffee,(425) 643-9406,https://s3-media3.fl.yelpcdn.com/bphoto/EuiInddaO0kwmbeWODgQLQ/o.jpg,$,3.0,370,47.6319885,-122.1361771,False
47,Stumptown Coffee Roasters,coffee,(206) 323-1544,https://s3-media1.fl.yelpcdn.com/bphoto/F1YfPV1alkOsPDiSEnQMcQ/o.jpg,$,4.0,362,47.61195,-122.31719,False
50,Drive Thru Boba,coffee,,https://s3-media3.fl.yelpcdn.com/bphoto/NS_0JFRxGr-TOTiRmGp4EA/o.jpg,$,3.5,339,47.613609999999994,-122.20103999999999,False
51,Zoka Coffee Roaster & Tea Company,coffee,(206) 545-4277,https://s3-media2.fl.yelpcdn.com/bphoto/I6JW7lpdAmPJ8w-FLWbEKg/o.jpg,$$,4.0,335,47.668819899999995,-122.33287,False
52,Meet the Moon,coffee,(206) 707-9730,https://s3-media1.fl.yelpcdn.com/bphoto/c5OLRvmnBpW72XVpMEKPeA/o.jpg,$$,4.0,335,47.602151299999996,-122.28493130000001,False
53,Queen Bee Cafe,coffee,(206) 757-6314,https://s3-media1.fl.yelpcdn.com/bphoto/4W51jFWZ5Dcjjyf2I5shdw/o.jpg,$,4.5,331,47.618728600000004,-122.30345919999999,False
54,Young Tea,coffee,(206) 682-6688,https://s3-media1.fl.yelpcdn.com/bphoto/rs7i8YQp0mSaQz_5OEr3NQ/o.jpg,$,4.0,329,47.59733,-122.32597,False
55,Fran's Chocolates,coffee,(206) 682-0168,https://s3-media1.fl.yelpcdn.com/bphoto/18ELNYUhwh0J-aY7wqnbRQ/o.jpg,$$$,4.5,328,47.6076583012,-122.33914728090001,False
58,Mr West Cafe Bar,coffee,(206) 900-9378,https://s3-media4.fl.yelpcdn.com/bphoto/jlUPswHspYwEVVnKktoGug/o.jpg,$$,4.0,317,47.614126,-122.3345,False
59,Spotted Cow Coffee Company,coffee,(425) 357-9464,https://s3-media3.fl.yelpcdn.com/bphoto/W6QuLpb_7wHMEXorPEMPpA/o.jpg,$,4.0,317,47.861321999999994,-122.220849,False
60,The French Bakery,coffee,(425) 747-0557,https://s3-media3.fl.yelpcdn.com/bphoto/HZttaxbTauTMSlJ8DCODJA/o.jpg,$,4.0,312,47.6187677,-122.1311564,False
61,Victrola Coffee & Art,coffee,(206) 325-6520,https://s3-media1.fl.yelpcdn.com/bphoto/n89j7ReRkP8K13_sx_jmsQ/o.jpg,$,4.0,311,47.622499768199994,-122.3127839209,False
62,Anchorhead Coffee,coffee,,https://s3-media2.fl.yelpcdn.com/bphoto/w7kAF7anW3mSSPUFOwVfEw/o.jpg,$,4.5,310,47.61338080229999,-122.3346911825,False
63,Zoka Coffee Roaster & Tea Company,coffee,(425) 284-1830,https://s3-media4.fl.yelpcdn.com/bphoto/UKUMixlIF9BYdUzxKYiH1Q/o.jpg,$$,4.0,307,47.676379758100005,-122.2072078201,False
64,Rain Cafe,coffee,(206) 556-4677,https://s3-media3.fl.yelpcdn.com/bphoto/1J5uDIsCF4mfgeraBUfb8A/o.jpg,$,3.5,300,47.7250299,-122.3436,False
65,Cupcake Royale,coffee,(206) 701-6266,https://s3-media1.fl.yelpcdn.com/bphoto/skW8FKu9OuV4XZFemm0BiA/o.jpg,$$,3.5,298,47.561209999999996,-122.38655,False
66,Bottega Italiana,coffee,(206) 343-0200,https://s3-media2.fl.yelpcdn.com/bphoto/3rf1JVneb71Rb88Pl6Rj7g/o.jpg,$,4.5,295,47.6084207743,-122.3397561908,False
67,Empire Espresso,coffee,(971) 328-0048,https://s3-media2.fl.yelpcdn.com/bphoto/8c5kXk4LxPNstwBc7qEBEw/o.jpg,$,4.5,292,47.558538740500005,-122.2842946444,False
68,Issaquah Coffee Company,coffee,(425) 677-7118,https://s3-media1.fl.yelpcdn.com/bphoto/eDc8dmGHZgX6xrycgb6Vyw/o.jpg,$,4.0,292,47.539622439700004,-122.04231738,False
69,Ghost Alley Espresso,coffee,(206) 805-0195,https://s3-media3.fl.yelpcdn.com/bphoto/1tDHIPX4Px-MARTdAONkMA/o.jpg,$,4.5,290,47.6085748,-122.3406767,False
70,WOW Bubble Tea,coffee,(206) 633-1229,https://s3-media4.fl.yelpcdn.com/bphoto/mvmzG2nmk5X22bVjH1y8Xg/o.jpg,$,4.0,283,47.6628435,-122.31325729999999,False
71,Tea Republik,coffee,(206) 497-7631,https://s3-media1.fl.yelpcdn.com/bphoto/Cpllzo5N5-ZSkzpTXMfREw/o.jpg,$,4.5,282,47.662091100000005,-122.3132793,False
72,Chocolati Café,coffee,(206) 633-7765,https://s3-media2.fl.yelpcdn.com/bphoto/UoWiKzZiWJ9dGgvmkNOoPA/o.jpg,$,4.0,282,47.661559999999994,-122.33688000000001,False
73,Five Stones Coffee Company,coffee,(425) 242-0099,https://s3-media1.fl.yelpcdn.com/bphoto/owOjs_vd_3tDPo2wvSkTcA/o.jpg,$,4.5,277,47.67583,-122.12471000000001,False
74,Top Pot Doughnuts,coffee,(425) 457-7440,https://s3-media1.fl.yelpcdn.com/bphoto/pViqO31gGEyYuNQLx8DQLg/o.jpg,$,3.5,276,47.61862,-122.19876000000001,False
76,Artisan Cafe,coffee,(206) 441-8885,https://s3-media2.fl.yelpcdn.com/bphoto/u5u7L_hYHFrA98LKdcQoag/o.jpg,$,4.5,272,47.617763200000006,-122.3463131,False
77,Trophy Cupcakes and Party,coffee,(206) 632-7020,https://s3-media2.fl.yelpcdn.com/bphoto/RC6wy6nJeUTX06xq7hobmg/o.jpg,$$,3.5,268,47.6622760371,-122.29933060709999,False
78,Bobachine,coffee,(206) 447-2622,https://s3-media2.fl.yelpcdn.com/bphoto/OPtG20XDyXK4bZbmxDmPsA/o.jpg,$,3.0,265,47.61083,-122.33668999999999,False
80,Zoka Coffee Roaster & Tea Company,coffee,(206) 527-0990,https://s3-media2.fl.yelpcdn.com/bphoto/FKvJ7UMWHpyh18SXtzpaNQ/o.jpg,$,4.0,262,47.665890000000005,-122.29733999999999,False
81,Sweet Alchemy Ice Creamery,coffee,(206) 632-0243,https://s3-media1.fl.yelpcdn.com/bphoto/ynKeZveeg2IGNtRB2YwrhQ/o.jpg,$$,4.5,261,47.65998,-122.31336999999999,False
82,85°C Bakery Cafe,coffee,(425) 672-2885,https://s3-media3.fl.yelpcdn.com/bphoto/XZYiO7-W7TpdWZQEXfevAQ/o.jpg,$,3.5,260,47.829074600000006,-122.27785490000001,False
84,Vios Cafe,coffee,(206) 329-3236,https://s3-media3.fl.yelpcdn.com/bphoto/hQl4Ad-2qnwoROH1Ny_OlA/o.jpg,$$,4.0,255,47.627063848599995,-122.307532881,False
86,Chocolati Café,coffee,(206) 783-7078,https://s3-media3.fl.yelpcdn.com/bphoto/NphI3ToAhwJz4cku_7CNRQ/o.jpg,$,4.0,253,47.68973,-122.35551000000001,False
87,Slate Coffee Roasters,coffee,,https://s3-media1.fl.yelpcdn.com/bphoto/XzqFVDu_S0VdU-Lz1s9ayQ/o.jpg,$$,4.5,252,47.6683499,-122.36353999999999,False
88,Tapioca Express,coffee,(425) 774-6764,https://s3-media2.fl.yelpcdn.com/bphoto/jDhWfs-o8lYH3X7HouNcxQ/o.jpg,$,3.0,251,47.7968374,-122.33354009999998,False
90,Caffe Rococo,coffee,(425) 803-9081,https://s3-media3.fl.yelpcdn.com/bphoto/bHO9svdDcGipuXTywRDdjw/o.jpg,$,4.0,250,47.676429999999996,-122.20549,False
91,Street Bean Coffee,coffee,(206) 708-6803,https://s3-media1.fl.yelpcdn.com/bphoto/heuePj6FRbzvVHKmwPrcPw/o.jpg,$,4.5,249,47.6173786,-122.34933429999998,False
92,Caffè Umbria,coffee,(206) 624-5847,https://s3-media3.fl.yelpcdn.com/bphoto/tvEuglUr_ZIfPrEGBmr4_g/o.jpg,$,4.0,249,47.5994071,-122.33289099999999,False
93,Seattle Best Tea,coffee,(206) 749-9855,https://s3-media1.fl.yelpcdn.com/bphoto/iKDTnPWqwdFJ9uL_EWiNzg/o.jpg,$,4.5,247,47.598459999999996,-122.32731000000001,False
94,Kaladi Brothers Coffee,coffee,(206) 257-1688,https://s3-media2.fl.yelpcdn.com/bphoto/PEiB7N3WtvLLsthfROELxA/o.jpg,$,4.5,243,47.614,-122.32470900000001,False
95,Fuji Bakery,coffee,(206) 623-4050,https://s3-media3.fl.yelpcdn.com/bphoto/AYTSuJpgW4c4mFAPYAH1dg/o.jpg,$,4.0,243,47.598490000000005,-122.32654,False
96,MarketSpice,coffee,(206) 622-6340,https://s3-media3.fl.yelpcdn.com/bphoto/Fq4WkPRmFEPQWOOBgcSloA/o.jpg,$$,4.5,238,47.60832,-122.34081,False
97,Uptown Espresso,coffee,(206) 612-3136,https://s3-media2.fl.yelpcdn.com/bphoto/knDqUsj9IsBPgkUG32wN8Q/o.jpg,$,4.0,236,47.616962799999996,-122.346392,False
98,Scratch Deli,coffee,(206) 257-4554,https://s3-media1.fl.yelpcdn.com/bphoto/6TnCpb7YJNB1oF_SfbaHaA/o.jpg,$,4.5,234,47.6170777,-122.3164896,False
99,Cafe Allegro,coffee,(206) 633-3030,https://s3-media2.fl.yelpcdn.com/bphoto/1cIyREe5BC9W_xW4lmwdaQ/o.jpg,$,4.0,233,47.6587736,-122.3128673,False
100,Storyville Coffee Company,coffee,(206) 780-5777,https://s3-media1.fl.yelpcdn.com/bphoto/OEfDyTh_WCoIu205NLutaA/o.jpg,$$,4.5,230,47.638253999999996,-122.356804,False
101,Ballard Coffee Works,coffee,(206) 340-8867,https://s3-media3.fl.yelpcdn.com/bphoto/4aoFuZQX8r53bA4G2y6p_g/o.jpg,$,4.0,229,47.66892,-122.38443999999998,False
104,Elm Coffee Roasters,coffee,(206) 445-7808,https://s3-media2.fl.yelpcdn.com/bphoto/TaWuXQp8OcdQMAHQyWQgog/o.jpg,$,4.5,221,47.600143951899994,-122.3310288423,False
106,Caffè Senso Unico,coffee,(206) 264-7611,https://s3-media2.fl.yelpcdn.com/bphoto/6bT0uaWuLuXfsXY3a5W-2w/o.jpg,$,4.5,215,47.6135499,-122.33563999999998,False
107,Stone Way Cafe,coffee,(206) 420-4435,https://s3-media1.fl.yelpcdn.com/bphoto/SmI-TNKYGZsBo4c_YnrEOQ/o.jpg,$$,4.0,213,47.6498178632,-122.342511255,False
108,Bellden Cafe,coffee,(425) 698-1597,https://s3-media2.fl.yelpcdn.com/bphoto/wfnc-v-7P3d9Rb7rVSmEQQ/o.jpg,$,4.0,213,47.6100151,-122.1994088,False
109,Oasis Tea Zone,coffee,(206) 547-9967,https://s3-media1.fl.yelpcdn.com/bphoto/hP60hkrKd__gde4vXXle3Q/o.jpg,$,3.5,210,47.662009999999995,-122.31277,False
112,Eastern Cafe,coffee,(206) 623-1776,https://s3-media2.fl.yelpcdn.com/bphoto/ArDw96qcIKyCgy6MAxAtAA/o.jpg,$,4.0,205,47.5979517,-122.32495700000001,False
113,Mukilteo's Speedway Cafe,coffee,(425) 347-2000,https://s3-media2.fl.yelpcdn.com/bphoto/Ec07UH-axw1KmB9qp6Rl9g/o.jpg,$$,4.0,202,47.89215,-122.28583,False
114,Mercurys Coffee Co.,coffee,(425) 406-8059,https://s3-media2.fl.yelpcdn.com/bphoto/fGLZB94aoqi_gIt4MLcoMQ/o.jpg,$,4.5,201,47.67935670000001,-122.1782588,False
115,Cherry Street Coffee House,coffee,(206) 621-9372,https://s3-media4.fl.yelpcdn.com/bphoto/LPPjSP-pT92TZerXWuo6Mg/o.jpg,$,4.0,195,47.6027518,-122.3342122,False
117,J'aime Les Crêpes,coffee,(360) 297-5886,https://s3-media1.fl.yelpcdn.com/bphoto/qZRN2Pi75XKTsLCGYJPNfA/o.jpg,$,4.5,190,47.797277,-122.496812,False
118,Java Bean Organic Coffee,coffee,(206) 788-9677,https://s3-media1.fl.yelpcdn.com/bphoto/b0T3tejJO7ynpRsViAcfLg/o.jpg,$$,3.5,187,47.67153,-122.38786999999999,False
119,La Marzocco Café & Showroom,coffee,(206) 388-3500,https://s3-media2.fl.yelpcdn.com/bphoto/DK8_gMGSz_YnmgQZ3ZYEJw/o.jpg,$,4.5,185,47.622840633,-122.3552023476,False
122,Voxx Coffee,coffee,(206) 324-2778,https://s3-media1.fl.yelpcdn.com/bphoto/dpCGOMu9Thk7mjj3cTbwqg/o.jpg,$,4.0,181,47.639590000000005,-122.32616999999999,False
124,Caffe Zingaro,coffee,(206) 352-2861,https://s3-media4.fl.yelpcdn.com/bphoto/G10D-YKi4QAX2fYg99PdAw/o.jpg,$,4.0,181,47.6244,-122.35426000000001,False
125,The Woodlands Pizza,coffee,(206) 588-0096,https://s3-media3.fl.yelpcdn.com/bphoto/F7KlF1E23pSCHFgclliBsA/o.jpg,$$,4.0,180,47.689569899999995,-122.3442176,False
126,Pearls Tea & Cafe,coffee,(206) 937-6036,https://s3-media1.fl.yelpcdn.com/bphoto/1whZ796uZhhojLqF441CQw/o.jpg,$,4.0,179,47.55914,-122.36263000000001,False
127,Citra,coffee,(206) 327-9012,https://s3-media1.fl.yelpcdn.com/bphoto/jo-fVrNNeUNWCR64Zx4B3Q/o.jpg,$,4.5,178,47.663817414099995,-122.31297144790001,False
