field_1,Unnamed: 0,name,categories,display_phone,image_url,price,rating,review_count,latitude,longitude,is_closed,neighborhood,sublocality,postal_code,NEIGHBORHO
959,959,Starbucks,coffee,(206) 725-0718,https://s3-media4.fl.yelpcdn.com/bphoto/aPO0zNFoDYaqXac5dRa3Jg/o.jpg,$,2.50000,40,47.54573,-122.28505,False,,,98118,Rainier Valley
964,964,Café Hope,coffee,(206) 805-8968,https://s3-media2.fl.yelpcdn.com/bphoto/ge7BHXs8iGr19bI_mTm0Gg/o.jpg,$,5.00000,3,47.57089,-122.29739,False,,,98108,Rainier Valley
998,998,Starbucks,coffee,(206) 723-4143,https://s3-media1.fl.yelpcdn.com/bphoto/ShrTnrlQCWXi98cZFm3PPg/o.jpg,$,3.00000,15,47.56922,-122.28983,False,,,98118,Rainier Valley
1053,67,Empire Espresso,coffee,(971) 328-0048,https://s3-media2.fl.yelpcdn.com/bphoto/8c5kXk4LxPNstwBc7qEBEw/o.jpg,$,4.50000,292,47.55854,-122.28429,False,,,98118,Rainier Valley
1221,307,Tin Umbrella Coffee,coffee,(206) 743-8802,https://s3-media3.fl.yelpcdn.com/bphoto/bB5RULMS0-rqtMsW6KO9Jg/o.jpg,$,4.50000,85,47.55179,-122.27764,False,,,98118,Rainier Valley
1255,355,QED Coffee,coffee,(206) 235-7678,https://s3-media2.fl.yelpcdn.com/bphoto/Cy39tEgcsHfnOB4aCI-meQ/o.jpg,$,4.50000,73,47.58968,-122.29232,False,,,98144,Rainier Valley
1269,371,Beach Bakery,coffee,(206) 721-2225,https://s3-media2.fl.yelpcdn.com/bphoto/G3hhZ2kkGBoWwps5hM7sVg/o.jpg,$,4.50000,70,47.53167,-122.26992,False,,,98118,Rainier Valley
1318,452,Café Avole,coffee,(206) 565-4884,https://s3-media2.fl.yelpcdn.com/bphoto/c6_wCQeNDj-ThQNlIviTjg/o.jpg,$,4.50000,51,47.54261,-122.27262,False,,,98118,Rainier Valley
1489,708,Cafe Red,coffee,,https://s3-media3.fl.yelpcdn.com/bphoto/I5qH07qBE3lZtCC7lIGJhg/o.jpg,$,5.00000,26,47.53754,-122.28096,False,,,98118,Rainier Valley
1623,889,Starbucks,coffee,(206) 723-4143,https://s3-media1.fl.yelpcdn.com/bphoto/ShrTnrlQCWXi98cZFm3PPg/o.jpg,$,3.00000,15,47.56922,-122.28983,False,,,98118,Rainier Valley
1639,910,McDonald's,coffee,(206) 725-6181,https://s3-media3.fl.yelpcdn.com/bphoto/6Y9tVJ7faQCbvce22YVihQ/o.jpg,$,3.00000,15,47.52025,-122.26692,False,,,98118,Rainier Valley
1740,28,Columbia City Bakery,cafes,(206) 723-6023,https://s3-media4.fl.yelpcdn.com/bphoto/HRaOyuG4oJI9CxYetXhZ0A/o.jpg,$,4.00000,356,47.55824,-122.28541,False,,,98118,Rainier Valley
1912,249,Momona Cafe and Restaurant,cafes,(206) 766-0607,https://s3-media3.fl.yelpcdn.com/bphoto/UEt3l-GSWCy2ul9UjhZI9Q/o.jpg,$,4.50000,10,47.54087,-122.28282,False,,,98118,Rainier Valley
397,397,Resistencia Coffee,coffee,(206) 906-9241,https://s3-media4.fl.yelpcdn.com/bphoto/a8EL_GiGggtWKjhuCBpc5A/o.jpg,$,5.00000,13,47.52631,-122.31567,False,,,98108,South Park
1687,967,Resistencia Coffee,coffee,(206) 906-9241,https://s3-media4.fl.yelpcdn.com/bphoto/a8EL_GiGggtWKjhuCBpc5A/o.jpg,$,5.00000,12,47.52631,-122.31567,False,,,98108,South Park
1843,167,Via Vadi Caffe,cafes,(206) 762-7519,https://s3-media3.fl.yelpcdn.com/bphoto/YQdes7A8Wo6U6UI3WDC9eA/o.jpg,$,4.50000,54,47.52627,-122.31477,False,,,98108,South Park
80,80,Dubsea Coffee,coffee,(206) 708-6806,https://s3-media2.fl.yelpcdn.com/bphoto/uvoFfNjnYWuCaaG1HKe5-g/o.jpg,$,4.50000,174,47.51457,-122.34497,False,,,98106,White Center
353,353,Moonshot Coffee,coffee,(206) 294-1617,https://s3-media4.fl.yelpcdn.com/bphoto/TVrQTOLJKKrHoZlHk4xcwQ/o.jpg,$,4.50000,22,47.51665,-122.35480,False,,,98106,White Center
672,672,Good Day Donuts,coffee,(206) 503-2898,https://s3-media3.fl.yelpcdn.com/bphoto/H-5m4_D4MKkpX21eE97uSg/o.jpg,,4.50000,11,47.51488,-122.35433,False,,,98106,White Center
809,809,Xuân,coffee,,https://s3-media1.fl.yelpcdn.com/bphoto/tjVAD_Ga4INpDSXidnHIfw/o.jpg,,4.50000,7,47.51398,-122.35360,False,,,98106,White Center
962,962,Rock N Robins Espresso,coffee,(206) 786-4758,https://s3-media4.fl.yelpcdn.com/bphoto/1BImwfSM4wfU7LXjZGXxMQ/o.jpg,$,5.00000,3,47.51402,-122.35451,False,,,98106,White Center
1102,130,Dubsea Coffee,coffee,(206) 708-6806,https://s3-media2.fl.yelpcdn.com/bphoto/uvoFfNjnYWuCaaG1HKe5-g/o.jpg,$,4.50000,174,47.51457,-122.34497,False,,,98106,White Center
1545,787,Moonshot Coffee,coffee,(206) 294-1617,https://s3-media4.fl.yelpcdn.com/bphoto/TVrQTOLJKKrHoZlHk4xcwQ/o.jpg,$,4.50000,21,47.51665,-122.35480,False,,,98106,White Center
1944,285,Mocha Mojo,cafes,,https://s3-media4.fl.yelpcdn.com/bphoto/Mxz3hzpk36c5IaVACc7Qvw/o.jpg,$,3.50000,3,47.51720,-122.37046,False,,,98126,White Center
1581,832,McDonald's,coffee,(206) 762-9445,https://s3-media1.fl.yelpcdn.com/bphoto/dOrSwrFtgyPnsIwpIXartg/o.jpg,$,1.50000,18,47.51670,-122.31445,False,,,98108,Glendale
444,444,Friendz Cafe,coffee,(206) 246-2401,https://s3-media1.fl.yelpcdn.com/bphoto/iQ1C4SqJt7077y2ALKtfog/o.jpg,$,3.50000,184,47.48781,-122.28343,False,,,98168,Foster
582,582,Tuk Town Espresso,coffee,,https://s3-media2.fl.yelpcdn.com/bphoto/QbioT92YuWc7GFv3SuMq4A/o.jpg,$,4.50000,10,47.48450,-122.27117,False,,,98168,Foster
806,806,Starbucks,coffee,(206) 244-7062,https://s3-media2.fl.yelpcdn.com/bphoto/HgmAkElHI0MzyEBOxFo_nQ/o.jpg,$$,3.00000,65,47.48565,-122.27272,False,,,98168,Foster
1277,383,Starbucks,coffee,(206) 244-7062,https://s3-media2.fl.yelpcdn.com/bphoto/HgmAkElHI0MzyEBOxFo_nQ/o.jpg,$$,3.00000,65,47.48565,-122.27272,False,,,98168,Foster
569,569,Starbucks,coffee,(206) 762-3249,https://s3-media1.fl.yelpcdn.com/bphoto/ekwfdwfHg4C_OqjuQqjyjQ/o.jpg,$,3.50000,42,47.51252,-122.29344,False,,,98108,Allentown/Duwamish
747,747,Jet Fuel Espresso,coffee,(206) 737-6078,https://s3-media2.fl.yelpcdn.com/bphoto/VzV5elUWPG8yucJpeSrIrg/o.jpg,$,5.00000,6,47.50200,-122.29313,False,,,98168,Allentown/Duwamish
1364,525,Starbucks,coffee,(206) 762-3249,https://s3-media1.fl.yelpcdn.com/bphoto/ekwfdwfHg4C_OqjuQqjyjQ/o.jpg,$,3.50000,42,47.51252,-122.29344,False,,,98108,Allentown/Duwamish
1884,213,Wings Café,cafes,(206) 767-1828,https://s3-media3.fl.yelpcdn.com/bphoto/OeufqQpB-AzRE-p7dUqrUQ/o.jpg,$,2.00000,25,47.51836,-122.29637,False,,,98108,Allentown/Duwamish
1896,228,Best Cafe and Teriyaki,cafes,(206) 762-2820,https://s3-media1.fl.yelpcdn.com/bphoto/T_pGJ7lE1f7Fz72NumI_NQ/o.jpg,$,3.00000,18,47.50427,-122.28930,False,,,98168,Allentown/Duwamish
766,766,Barnes & Noble Cafe,coffee,,https://s3-media2.fl.yelpcdn.com/bphoto/qpFjrG5AK6rULpPQbjCghA/o.jpg,$$,4.50000,7,47.52206,-122.36793,False,,,98126,Roxhill
902,902,Starbucks,coffee,(206) 937-1732,https://s3-media2.fl.yelpcdn.com/bphoto/3l3p354ohpyfT6BLC3QpJA/o.jpg,$$,2.50000,43,47.52235,-122.36467,False,,,98106,Roxhill
1340,489,McDonald's,coffee,(206) 937-5535,https://s3-media4.fl.yelpcdn.com/bphoto/j8KfzwRic3_qnXXRASrwdw/o.jpg,$,2.00000,45,47.52142,-122.36636,False,,,98126,Roxhill
1354,507,Starbucks,coffee,(206) 937-1732,https://s3-media2.fl.yelpcdn.com/bphoto/3l3p354ohpyfT6BLC3QpJA/o.jpg,$$,2.50000,43,47.52235,-122.36467,False,,,98106,Roxhill
69,69,Fresh Flours,coffee,(253) 470-6753,https://s3-media4.fl.yelpcdn.com/bphoto/6udZBZMri5T2GnClZ7uCnQ/o.jpg,$$,4.50000,73,47.51870,-122.35625,False,,,98106,South Delridge
1257,357,Fresh Flours,coffee,(253) 470-6753,https://s3-media4.fl.yelpcdn.com/bphoto/6udZBZMri5T2GnClZ7uCnQ/o.jpg,$$,4.50000,72,47.51870,-122.35625,False,,,98106,South Delridge
1699,982,7-Eleven,coffee,(206) 762-3420,https://s3-media4.fl.yelpcdn.com/bphoto/FaUpI5kedBwJCk1zq4DRPg/o.jpg,$$,1.50000,11,47.52178,-122.35957,False,,,98106,South Delridge
439,439,Mighty Mugs Coffee,coffee,(206) 240-9610,https://s3-media2.fl.yelpcdn.com/bphoto/7p7Tvn2yCJTsiAPBmCIZSw/o.jpg,$,5.00000,12,47.47396,-122.28513,False,,,98168,Riverton
1672,952,Mighty Mugs Coffee,coffee,(206) 240-9610,https://s3-media2.fl.yelpcdn.com/bphoto/7p7Tvn2yCJTsiAPBmCIZSw/o.jpg,$,5.00000,12,47.47396,-122.28513,False,,,98168,Riverton
848,848,Newcastle Espresso,coffee,(425) 687-1627,https://s3-media3.fl.yelpcdn.com/bphoto/aoJFwWQik4fhwyQ3mN8Aog/o.jpg,$$,4.00000,10,47.54873,-122.19406,False,,,98006,Hazelwood
609,609,Starbucks,coffee,(206) 901-0238,https://s3-media4.fl.yelpcdn.com/bphoto/D_Lz_4odaqurv1a9KsvJvQ/o.jpg,$,3.50000,36,47.47058,-122.33611,False,,,98166,Evansville
944,944,Sister Expresso,coffee,(206) 244-5575,https://s3-media3.fl.yelpcdn.com/bphoto/IFlIQ5WOKxKUgUij8URpTg/o.jpg,$,3.50000,11,47.48807,-122.33422,False,,,98146,Evansville
1707,991,Sister Expresso,coffee,(206) 244-5575,https://s3-media3.fl.yelpcdn.com/bphoto/IFlIQ5WOKxKUgUij8URpTg/o.jpg,$,3.50000,11,47.48807,-122.33422,False,,,98146,Evansville
1971,312,Rainier Coffee,cafes,(206) 883-0391,https://s3-media1.fl.yelpcdn.com/bphoto/PBz97FOdIiKN-9gDNUdDSw/o.jpg,,5.00000,1,47.47363,-122.34671,False,,,98166,Evansville
624,624,High 5 Pie,coffee,(206) 244-4303,https://s3-media3.fl.yelpcdn.com/bphoto/bp36B_R1VhgDEtYUW-zyhg/o.jpg,$,4.50000,10,47.49866,-122.35419,False,,,98146,Mount View
804,804,BigFoot Java,coffee,(206) 244-2424,https://s3-media1.fl.yelpcdn.com/bphoto/9iNsUV9O4Uk3cvGym7nOjw/o.jpg,$$,3.00000,43,47.48879,-122.34770,False,,,98146,Mount View
1358,515,BigFoot Java,coffee,(206) 244-2424,https://s3-media1.fl.yelpcdn.com/bphoto/9iNsUV9O4Uk3cvGym7nOjw/o.jpg,$$,3.00000,43,47.48879,-122.34770,False,,,98146,Mount View
1703,986,McDonald's,coffee,(206) 248-3072,https://s3-media2.fl.yelpcdn.com/bphoto/26iAqRxed5LtqYNuj2E8Ow/o.jpg,$,2.00000,11,47.50128,-122.35460,False,,,98146,Mount View
314,314,Caffe Vesuvio,coffee,(206) 588-0071,https://s3-media3.fl.yelpcdn.com/bphoto/jO2KGsBnVLEVdyKENFhahA/o.jpg,$,5.00000,13,47.49519,-122.31046,False,,,98168,Southern Heights
909,909,Frontside Grind,coffee,,https://s3-media2.fl.yelpcdn.com/bphoto/EJCaO4TO3MRkSlcPp_GGlA/o.jpg,,5.00000,4,47.49529,-122.30956,False,,,98168,Southern Heights
1660,937,Caffe Vesuvio,coffee,(206) 588-0071,https://s3-media1.fl.yelpcdn.com/bphoto/N-WwofzULcdIAgGCojBXEg/o.jpg,$,5.00000,13,47.49519,-122.31046,False,,,98168,Southern Heights
41,41,Burien Press,coffee,(206) 453-5412,https://s3-media3.fl.yelpcdn.com/bphoto/_LIf3vfq4swxl8ubfUdKBw/o.jpg,$,4.50000,258,47.46665,-122.34022,False,,,98166,Sunnydale
143,143,Phoenix Tea,coffee,(206) 495-7330,https://s3-media1.fl.yelpcdn.com/bphoto/Jv4pUs6AbwtHhppgv4lQvg/o.jpg,$$,5.00000,23,47.46670,-122.34123,False,,,98166,Sunnydale
220,220,1st Avenue Cafe,coffee,(206) 402-4810,https://s3-media2.fl.yelpcdn.com/bphoto/bmT5apXT4SW--yz_r_2QGA/o.jpg,$,4.00000,100,47.46290,-122.33426,False,,,98166,Sunnydale
330,330,Pickled & Preserved Market and Deli,coffee,(206) 457-4258,https://s3-media4.fl.yelpcdn.com/bphoto/2XkzlH3d_OHFLCkwcr9o1g/o.jpg,$,4.50000,20,47.46696,-122.34111,False,,,98166,Sunnydale
352,352,Burien Fresh Smoothies,coffee,(206) 242-2028,https://s3-media2.fl.yelpcdn.com/bphoto/QxbrC4DI_mIWnQi28hJnnA/o.jpg,$,4.50000,35,47.46263,-122.33382,False,,,98148,Sunnydale
434,434,Red Eye Expresso,coffee,(206) 433-7556,https://s3-media4.fl.yelpcdn.com/bphoto/b4V4qIvGX07D2eQp0e4uEA/o.jpg,$,5.00000,13,47.46971,-122.33718,False,,,98168,Sunnydale
540,540,Halo,coffee,(206) 556-2713,https://s3-media1.fl.yelpcdn.com/bphoto/D3I8KMFNXfpW7BnPPNfjlA/o.jpg,$,3.50000,48,47.46655,-122.34300,False,,,98166,Sunnydale
676,676,Cascadia Herb'n Tea,coffee,(206) 462-9554,https://s3-media1.fl.yelpcdn.com/bphoto/oRoktzN_QeX-QXrLoxu4Xw/o.jpg,$,4.50000,9,47.46405,-122.34342,False,,,98166,Sunnydale
812,812,Starbucks,coffee,(206) 556-6354,https://s3-media3.fl.yelpcdn.com/bphoto/P2I3dYcniRzdx6OQfF728A/o.jpg,$,3.00000,34,47.47012,-122.34630,False,,,98166,Sunnydale
1188,260,1st Avenue Cafe,coffee,(206) 402-4810,https://s3-media2.fl.yelpcdn.com/bphoto/bmT5apXT4SW--yz_r_2QGA/o.jpg,$,4.00000,99,47.46290,-122.33426,False,,,98166,Sunnydale
1334,480,Halo,coffee,(206) 556-2713,https://s3-media1.fl.yelpcdn.com/bphoto/D3I8KMFNXfpW7BnPPNfjlA/o.jpg,$,3.50000,46,47.46655,-122.34300,False,,,98166,Sunnydale
1415,594,McDonald's,coffee,(206) 243-9988,https://s3-media3.fl.yelpcdn.com/bphoto/dfcBcuo578KltsVDZ3JMNw/o.jpg,$,2.00000,36,47.46265,-122.33339,False,,,98148,Sunnydale
1425,611,Burien Fresh Smoothies,coffee,(206) 242-2028,https://s3-media2.fl.yelpcdn.com/bphoto/QxbrC4DI_mIWnQi28hJnnA/o.jpg,$,4.50000,35,47.46263,-122.33382,False,,,98148,Sunnydale
1438,629,Starbucks,coffee,(206) 556-6354,https://s3-media3.fl.yelpcdn.com/bphoto/P2I3dYcniRzdx6OQfF728A/o.jpg,$,3.00000,33,47.47012,-122.34630,False,,,98166,Sunnydale
1552,796,Pickled & Preserved Market and Deli,coffee,(206) 457-4258,https://s3-media4.fl.yelpcdn.com/bphoto/2XkzlH3d_OHFLCkwcr9o1g/o.jpg,$,4.50000,20,47.46696,-122.34111,False,,,98166,Sunnydale
148,148,Mike's Community Cup,coffee,(206) 420-1176,https://s3-media1.fl.yelpcdn.com/bphoto/kw-mGXg4CmlzmN5dvHgAEg/o.jpg,$,4.50000,89,47.45670,-122.28148,False,,,98188,McVan/McMicken Heights
356,356,Star Coffee Restaurant,coffee,(206) 941-8805,https://s3-media2.fl.yelpcdn.com/bphoto/u13TUMjJOqj0ZCD56ZMEEw/o.jpg,$$,4.00000,61,47.45944,-122.29257,False,,,98188,McVan/McMicken Heights
413,413,Jasper's Coffee,coffee,(206) 431-7773,https://s3-media2.fl.yelpcdn.com/bphoto/qRJffgsXf_D8i9VOC0dM8g/o.jpg,$,4.50000,23,47.45645,-122.28187,False,,,98188,McVan/McMicken Heights
539,539,Jasper's Coffee - Airport,coffee,(206) 244-5161,https://s3-media4.fl.yelpcdn.com/bphoto/iweN5K2nqm7bsOhrvrZG1w/o.jpg,$,4.50000,13,47.45592,-122.29297,False,,,98188,McVan/McMicken Heights
1288,404,Star Coffee Restaurant,coffee,(206) 941-8805,https://s3-media2.fl.yelpcdn.com/bphoto/u13TUMjJOqj0ZCD56ZMEEw/o.jpg,$$,4.00000,60,47.45944,-122.29257,False,,,98188,McVan/McMicken Heights
1683,963,Jasper's Coffee - Airport,coffee,(206) 244-5161,https://s3-media4.fl.yelpcdn.com/bphoto/iweN5K2nqm7bsOhrvrZG1w/o.jpg,$,4.50000,12,47.45592,-122.29297,False,,,98188,McVan/McMicken Heights
1,1,Medzo Gelato Bar & Travel Cafe,coffee,(206) 935-4333,https://s3-media2.fl.yelpcdn.com/bphoto/YyhCI8NjL46gBe5Wqw_dhg/o.jpg,$,5.00000,76,47.46663,-122.34667,False,,,98166,Burien City Center
41,41,Burien Press,coffee,(206) 453-5412,https://s3-media3.fl.yelpcdn.com/bphoto/_LIf3vfq4swxl8ubfUdKBw/o.jpg,$,4.50000,258,47.46665,-122.34022,False,,,98166,Burien City Center
143,143,Phoenix Tea,coffee,(206) 495-7330,https://s3-media1.fl.yelpcdn.com/bphoto/Jv4pUs6AbwtHhppgv4lQvg/o.jpg,$$,5.00000,23,47.46670,-122.34123,False,,,98166,Burien City Center
220,220,1st Avenue Cafe,coffee,(206) 402-4810,https://s3-media2.fl.yelpcdn.com/bphoto/bmT5apXT4SW--yz_r_2QGA/o.jpg,$,4.00000,100,47.46290,-122.33426,False,,,98166,Burien City Center
330,330,Pickled & Preserved Market and Deli,coffee,(206) 457-4258,https://s3-media4.fl.yelpcdn.com/bphoto/2XkzlH3d_OHFLCkwcr9o1g/o.jpg,$,4.50000,20,47.46696,-122.34111,False,,,98166,Burien City Center
434,434,Red Eye Expresso,coffee,(206) 433-7556,https://s3-media4.fl.yelpcdn.com/bphoto/b4V4qIvGX07D2eQp0e4uEA/o.jpg,$,5.00000,13,47.46971,-122.33718,False,,,98168,Burien City Center
540,540,Halo,coffee,(206) 556-2713,https://s3-media1.fl.yelpcdn.com/bphoto/D3I8KMFNXfpW7BnPPNfjlA/o.jpg,$,3.50000,48,47.46655,-122.34300,False,,,98166,Burien City Center
609,609,Starbucks,coffee,(206) 901-0238,https://s3-media4.fl.yelpcdn.com/bphoto/D_Lz_4odaqurv1a9KsvJvQ/o.jpg,$,3.50000,36,47.47058,-122.33611,False,,,98166,Burien City Center
676,676,Cascadia Herb'n Tea,coffee,(206) 462-9554,https://s3-media1.fl.yelpcdn.com/bphoto/oRoktzN_QeX-QXrLoxu4Xw/o.jpg,$,4.50000,9,47.46405,-122.34342,False,,,98166,Burien City Center
812,812,Starbucks,coffee,(206) 556-6354,https://s3-media3.fl.yelpcdn.com/bphoto/P2I3dYcniRzdx6OQfF728A/o.jpg,$,3.00000,34,47.47012,-122.34630,False,,,98166,Burien City Center
1188,260,1st Avenue Cafe,coffee,(206) 402-4810,https://s3-media2.fl.yelpcdn.com/bphoto/bmT5apXT4SW--yz_r_2QGA/o.jpg,$,4.00000,99,47.46290,-122.33426,False,,,98166,Burien City Center
1244,342,Medzo Gelato Bar & Travel Cafe,coffee,(206) 935-4333,https://s3-media2.fl.yelpcdn.com/bphoto/YyhCI8NjL46gBe5Wqw_dhg/o.jpg,$,5.00000,76,47.46663,-122.34667,False,,,98166,Burien City Center
1334,480,Halo,coffee,(206) 556-2713,https://s3-media1.fl.yelpcdn.com/bphoto/D3I8KMFNXfpW7BnPPNfjlA/o.jpg,$,3.50000,46,47.46655,-122.34300,False,,,98166,Burien City Center
1438,629,Starbucks,coffee,(206) 556-6354,https://s3-media3.fl.yelpcdn.com/bphoto/P2I3dYcniRzdx6OQfF728A/o.jpg,$,3.00000,33,47.47012,-122.34630,False,,,98166,Burien City Center
1552,796,Pickled & Preserved Market and Deli,coffee,(206) 457-4258,https://s3-media4.fl.yelpcdn.com/bphoto/2XkzlH3d_OHFLCkwcr9o1g/o.jpg,$,4.50000,20,47.46696,-122.34111,False,,,98166,Burien City Center
546,546,The Bean,coffee,(206) 248-8512,,$,4.50000,12,47.46653,-122.36094,False,,,98166,Gregory Heights
1686,966,The Bean,coffee,(206) 248-8512,,$,4.50000,12,47.46653,-122.36094,False,,,98166,Gregory Heights
774,774,North Hill Espresso,coffee,(206) 458-9500,https://s3-media4.fl.yelpcdn.com/bphoto/2L9xBp0FGtPZtXLnsJKCfQ/o.jpg,$,4.00000,11,47.41620,-122.33489,False,,,98198,North Hill - Des Moines
1708,992,North Hill Espresso,coffee,(206) 458-9500,https://s3-media4.fl.yelpcdn.com/bphoto/2L9xBp0FGtPZtXLnsJKCfQ/o.jpg,$,4.00000,11,47.41620,-122.33489,False,,,98198,North Hill - Des Moines
732,732,Starbucks,coffee,(206) 870-9311,https://s3-media3.fl.yelpcdn.com/bphoto/y4aeslXEzeP80n8I1-z5jQ/o.jpg,$,3.50000,26,47.39234,-122.29539,False,,,98032,Pacific Ridge
1365,526,McDonald's,coffee,(206) 824-7414,https://s3-media3.fl.yelpcdn.com/bphoto/im1xA4ep-ONLqdnVFV-fgQ/o.jpg,$,1.50000,42,47.39792,-122.29536,False,,,98198,Pacific Ridge
1485,704,Starbucks,coffee,(206) 870-9311,https://s3-media3.fl.yelpcdn.com/bphoto/y4aeslXEzeP80n8I1-z5jQ/o.jpg,$,3.50000,26,47.39234,-122.29539,False,,,98032,Pacific Ridge
680,680,Sweet Cheeks Espresso,coffee,,https://s3-media3.fl.yelpcdn.com/bphoto/KloAZc3udSJy4jJrO3fxiA/o.jpg,$$,4.00000,15,47.36758,-122.30497,False,,,98198,Woodmont Beach
1616,882,Sweet Cheeks Espresso,coffee,,https://s3-media3.fl.yelpcdn.com/bphoto/KloAZc3udSJy4jJrO3fxiA/o.jpg,$$,4.00000,15,47.36758,-122.30497,False,,,98198,Woodmont Beach
750,750,Starbucks,coffee,(253) 630-5125,https://s3-media2.fl.yelpcdn.com/bphoto/dJgqxRGs3lZti2C26Ex7mA/o.jpg,$,3.50000,26,47.35857,-122.11699,False,,,98042,Timberlane
1579,830,Starbucks,coffee,(253) 630-6193,https://s3-media3.fl.yelpcdn.com/bphoto/qngem4Hr15xJRtqVP_0yJA/o.jpg,$$,2.00000,18,47.35849,-122.11083,False,,,98042,Timberlane
74,74,Van Gogh Coffeehouse,coffee,(206) 523-1466,https://s3-media1.fl.yelpcdn.com/bphoto/iE1Q3m7HDqRSPMH3Ow8iUQ/o.jpg,$,4.50000,128,47.68896,-122.29012,False,,,98115,Wedgwood
233,233,Cafe Javasti,coffee,(206) 204-0255,https://s3-media2.fl.yelpcdn.com/bphoto/utt5msvDYeWQGQzsZSJT4Q/o.jpg,$,4.00000,125,47.69143,-122.29102,False,,,98115,Wedgwood
1143,197,Van Gogh Coffeehouse,coffee,(206) 523-1466,https://s3-media1.fl.yelpcdn.com/bphoto/iE1Q3m7HDqRSPMH3Ow8iUQ/o.jpg,$,4.50000,127,47.68896,-122.29012,False,,,98115,Wedgwood
1145,200,Cafe Javasti,coffee,(206) 204-0255,https://s3-media2.fl.yelpcdn.com/bphoto/utt5msvDYeWQGQzsZSJT4Q/o.jpg,$,4.00000,125,47.69143,-122.29102,False,,,98115,Wedgwood
294,294,The French Bakery,coffee,(425) 747-0557,https://s3-media3.fl.yelpcdn.com/bphoto/HZttaxbTauTMSlJ8DCODJA/o.jpg,$,4.00000,313,47.61877,-122.13116,False,,,98008,Crossroads
332,332,Westernco Donut,coffee,(425) 643-9193,https://s3-media2.fl.yelpcdn.com/bphoto/3Bg8BTqfk5aWD5thMtfxtQ/o.jpg,$,4.00000,80,47.62272,-122.13192,False,,,98008,Crossroads
571,571,Boba Express,coffee,(425) 641-1165,https://s3-media1.fl.yelpcdn.com/bphoto/gyPvnmL2hoLp41562jpFHA/o.jpg,$,3.50000,142,47.61913,-122.13048,False,,,98008,Crossroads
780,780,Starbucks,coffee,(425) 746-4773,https://s3-media2.fl.yelpcdn.com/bphoto/pQtLGCHgNxmBeFrsYcV6kg/o.jpg,$$,3.00000,44,47.61713,-122.13221,False,,,98008,Crossroads
1046,60,The French Bakery,coffee,(425) 747-0557,https://s3-media3.fl.yelpcdn.com/bphoto/HZttaxbTauTMSlJ8DCODJA/o.jpg,$,4.00000,312,47.61877,-122.13116,False,,,98008,Crossroads
1129,177,Boba Express,coffee,(425) 641-1165,https://s3-media1.fl.yelpcdn.com/bphoto/gyPvnmL2hoLp41562jpFHA/o.jpg,$,3.50000,142,47.61913,-122.13048,False,,,98008,Crossroads
1351,503,Starbucks,coffee,(425) 746-4773,https://s3-media2.fl.yelpcdn.com/bphoto/pQtLGCHgNxmBeFrsYcV6kg/o.jpg,$$,3.00000,44,47.61713,-122.13221,False,,,98008,Crossroads
118,118,Bellden Cafe,coffee,(425) 698-1597,https://s3-media2.fl.yelpcdn.com/bphoto/wfnc-v-7P3d9Rb7rVSmEQQ/o.jpg,$,4.00000,214,47.61002,-122.19941,False,,,98004,Downtown Bellevue
242,242,The French Bakery,coffee,(425) 590-9640,https://s3-media1.fl.yelpcdn.com/bphoto/eEpXHuNsCKwUoJsFu3iDYA/o.jpg,$,4.00000,381,47.61832,-122.19118,False,,,98004,Downtown Bellevue
244,244,Woods Coffee,coffee,(425) 429-7276,https://s3-media2.fl.yelpcdn.com/bphoto/n7-mXXc8clm1_GxWdkJ5Uw/o.jpg,$$,4.00000,91,47.61570,-122.20497,False,,,98004,Downtown Bellevue
273,273,Fika House Kafé,coffee,(425) 238-9510,https://s3-media4.fl.yelpcdn.com/bphoto/q66P7dwgM2FCkQb2rrj0xQ/o.jpg,$,4.00000,152,47.61293,-122.19881,False,,,98004,Downtown Bellevue
298,298,Third Culture Coffee,coffee,(425) 230-3660,https://s3-media3.fl.yelpcdn.com/bphoto/4tYUF1J6y7dmNZC01v1UFQ/o.jpg,$$,4.00000,151,47.61080,-122.20395,False,,,98004,Downtown Bellevue
301,301,Sharetea,coffee,(425) 443-3138,https://s3-media3.fl.yelpcdn.com/bphoto/QBx3il5ATD-_Xj8thoCK2g/o.jpg,$,4.00000,86,47.62042,-122.19332,False,,,98004,Downtown Bellevue
311,311,CoCo Fresh Tea & Juice,coffee,(425) 362-6962,https://s3-media4.fl.yelpcdn.com/bphoto/r2V_Rb4H2ykp9pl-AlEIzg/o.jpg,$,4.00000,156,47.61767,-122.19283,False,,,98004,Downtown Bellevue
312,312,Café Cesura,coffee,(425) 633-2362,https://s3-media4.fl.yelpcdn.com/bphoto/KD5G8PouLBrFCsbybTfuCQ/o.jpg,$,3.50000,457,47.61965,-122.19655,False,,,98004,Downtown Bellevue
368,368,Blackbird Seattle,coffee,(425) 598-2111,https://s3-media2.fl.yelpcdn.com/bphoto/2NxW2YLQNqPBnEO_cLP7_w/o.jpg,$$,4.00000,39,47.62036,-122.19322,False,,,98004,Downtown Bellevue
388,388,Honor Coffee & Tea,coffee,(425) 598-2185,https://s3-media3.fl.yelpcdn.com/bphoto/OLCM1hVUMfs2HlUbe7mkHg/o.jpg,$$,4.00000,104,47.61783,-122.19232,False,,,98004,Downtown Bellevue
